m_chi_GeV,m_V_keV,alpha_chi,cooling_brem_r0p1,sigma_eff_cm2_per_g
100.0,1.0,0.001,8.451993832537679e-15,83.29962070145211
100.0,1.7782794100389228,0.0001,5.661908379367105e-18,0.7803389725623204
100.0,1.7782794100389228,0.00015848931924611142,2.254046324842978e-17,1.9601228771574206
100.0,1.7782794100389228,0.00025118864315095795,8.973520046797453e-17,4.923606059223237
100.0,1.7782794100389228,0.00039810717055349735,3.5724226757356256e-16,12.367539254261217
100.0,1.7782794100389228,0.000630957344480193,1.4222070834582607e-15,31.06585404394082
100.0,1.7782794100389228,0.001,5.661908379367105e-15,78.03389725623204
56.23413251903491,1.7782794100389228,0.0001,1.6048948036029615e-17,4.09205519877585
56.23413251903491,1.7782794100389228,0.00015848931924611142,6.389201292983864e-17,10.278777930793305
56.23413251903491,1.7782794100389228,0.00025118864315095795,2.5435868488465473e-16,25.819122816859785
56.23413251903491,1.7782794100389228,0.00039810717055349735,1.0126201634513866e-15,64.85470427714957
56.23413251903491,3.1622776601683795,0.0001,5.366356649893219e-18,3.7959420835151354
56.23413251903491,3.1622776601683795,0.00015848931924611142,2.1363850620699365e-17,9.53497541437788
56.23413251903491,3.1622776601683795,0.00025118864315095795,8.505102122734183e-17,23.950775368153202
56.23413251903491,3.1622776601683795,0.00039810717055349735,3.385942141350254e-16,60.16162767139796
56.23413251903491,5.623413251903491,0.0001,9.326354362874752e-19,3.4998295711589402
56.23413251903491,5.623413251903491,0.00015848931924611142,3.712888546983337e-18,8.791174412390141
56.23413251903491,5.623413251903491,0.00025118864315095795,1.478127554020019e-17,22.082431723516972
56.23413251903491,5.623413251903491,0.00039810717055349735,5.884531782480723e-17,55.46856062103905
56.23413251903491,10.0,0.0001,4.317796348540403e-20,3.2037188194343638
56.23413251903491,10.0,0.00015848931924611142,1.718945687343644e-19,8.047377832909074
56.23413251903491,10.0,0.00025118864315095795,6.843246039235132e-19,20.21409918771525
56.23413251903491,10.0,0.00039810717055349735,2.7243453180813293e-18,50.7755214748108
